Date,Dividends
2015-04-17,0.014
2016-01-11,0.0133
2017-04-17,0.014
2014-01-15,0.0186
2018-01-11,0.0134
2015-01-16,0.0133
2016-10-12,0.0141
2017-01-17,0.0134
2014-10-17,0.0139
2015-10-16,0.0139
2017-10-13,0.0142
2015-07-13,0.0135
2016-07-13,0.0136
2018-10-17,0.0143
2014-07-17,0.0135
2016-04-08,0.014
2014-04-14,0.0139
2018-07-16,0.0137
2017-07-18,0.0137
2018-04-12,0.014
